timestamp,close,volume
1647529200000,8.7750,202398
1647529260000,8.8110,175378
1647529320000,8.9130,154945
1647529380000,8.9130,140674
1647529440000,8.9520,88550
1647529500000,8.9420,83076
1647529560000,9.0020,87144
1647529620000,8.9870,81401
1647529680000,8.9630,72553
1647529740000,8.8410,119616
1647529800000,8.7720,117874
1647529860000,8.7520,147476
1647529920000,8.7780,51043
1647529980000,8.6950,129518
1647530040000,8.5920,142749
1647530100000,8.5680,138372
1647530160000,8.7370,165893
1647530220000,8.6040,119398
1647530280000,8.6560,87305
1647530340000,8.6800,96839
1647530400000,8.7500,69631
1647530460000,8.7270,135885
1647530520000,8.7110,58468
1647530580000,8.6580,60589
1647530640000,8.6510,109650
1647530700000,8.6110,102503
1647530760000,8.4930,258263
1647530820000,8.3160,231169
1647530880000,8.4990,315325
1647530940000,8.5610,298393
1647531000000,8.5180,100038
1647531060000,8.4600,120315
1647531120000,8.5150,109246
1647531180000,8.4840,138994
1647531240000,8.3670,163003
1647531300000,8.3420,162654
1647531360000,8.2640,264586
1647531420000,8.3770,182375
1647531480000,8.1100,259865
1647531540000,8.0730,318326
1647531600000,8.1110,207826
1647531660000,7.9610,222545
1647531720000,7.8380,454955
1647531780000,7.7120,472580
1647531840000,7.7910,291154
1647531900000,7.8910,265677
1647531960000,7.8130,212998
1647532020000,7.8030,243381
1647532080000,7.8490,163779
1647532140000,7.8130,150659
1647532200000,7.9710,262394
1647532260000,7.8170,336089
1647532320000,7.5860,343344
1647532380000,7.5810,588743
1647532440000,7.5720,221190
1647532500000,7.5100,334538
1647532560000,7.3150,444901
1647532620000,7.2920,504904
1647532680000,7.3730,364314
1647532740000,7.3420,375803
1647532800000,7.4110,344878
1647532860000,7.6510,522894
1647532920000,7.5940,889080
1647532980000,7.4710,365911
1647533040000,7.4200,415321
1647533100000,7.3850,302830
1647533160000,7.3260,236121
1647533220000,7.2730,413474
1647533280000,7.3510,410261
1647533340000,7.2970,203136
1647533400000,7.2720,268203
1647533460000,7.2750,255852
1647533520000,7.3610,277634
1647533580000,7.3580,179295
1647533640000,7.3830,333918
1647533700000,7.5350,428869
1647533760000,7.4730,215405
1647533820000,7.5980,209509
1647533880000,7.5550,264204
1647533940000,7.5190,169230
1647534000000,7.4930,167630
1647534060000,7.4510,297729
1647534120000,7.5680,227878
1647534180000,7.6140,313651
1647534240000,7.5840,275361
1647534300000,7.6340,194364
1647534360000,7.7380,287373
1647534420000,7.6940,273604
1647534480000,7.6640,164853
1647534540000,7.6990,242791
1647534600000,7.8800,585357
1647534660000,7.8860,363655
1647534720000,7.7500,380224
1647534780000,7.7430,294696
1647534840000,7.7480,202837
1647534900000,7.6660,305245
1647534960000,7.6610,287715
1647535020000,7.6580,212370
1647535080000,7.7170,127366
1647535140000,7.8970,264530
1647535200000,7.9960,640329
1647535260000,7.9570,314875
1647535320000,7.9960,179518
1647535380000,8.0340,154702
1647535440000,8.1000,324864
1647535500000,8.0600,292677
1647535560000,8.0230,246132
1647535620000,8.1690,246385
1647535680000,8.1700,341802
1647535740000,8.1060,184392
1647535800000,8.1610,265003
1647535860000,8.1380,125668
1647535920000,8.1940,217517
1647535980000,8.0610,274842
1647536040000,8.0090,249459
1647536100000,7.9900,240225
1647536160000,8.0760,257956
1647536220000,8.1720,178871
1647536280000,8.1650,231861
1647536340000,8.1340,75304
1647536400000,8.2000,283408
1647536460000,8.0780,220988
1647536520000,8.1220,168682
1647536580000,8.0630,93085
1647536640000,8.0520,161079
1647536700000,8.0490,94315
1647536760000,8.0330,79929
1647536820000,7.9880,199505
1647536880000,7.9790,153334
1647536940000,8.0270,130197
1647537000000,8.0290,212595
1647537060000,7.8820,335783
1647537120000,7.7490,463771
1647537180000,7.8140,256493
1647537240000,7.7590,296873
1647537300000,7.8280,206350
1647537360000,7.9240,297184
1647537420000,7.9710,236460
1647537480000,7.9060,201372
1647537540000,7.9470,99519
1647537600000,7.9600,74122
1647537660000,8.0140,136718
1647537720000,8.0120,145294
1647537780000,8.0070,143812
1647537840000,8.0140,72252
1647537900000,7.9710,108208
1647537960000,7.9130,197071
1647538020000,7.9740,126499
1647538080000,7.9210,112464
1647538140000,7.9210,62898
1647538200000,7.9330,80148
1647538260000,7.9810,145288
1647538320000,7.9930,128627
1647538380000,7.9410,77616
1647538440000,7.9600,59829
1647538500000,7.9700,29359
1647538560000,8.0040,135271
1647538620000,7.9980,43545
1647538680000,7.9970,35319
1647538740000,7.9990,28132
1647538800000,8.0180,59199
1647538860000,8.0330,65671
1647538920000,8.1160,209169
1647538980000,8.1250,236154
1647539040000,8.1630,114445
1647539100000,8.1340,74360
1647539160000,8.1580,92988
1647539220000,8.1570,81238
1647539280000,8.0640,164196
1647539340000,8.0190,162803
1647539400000,7.9990,99826
1647539460000,8.0180,140936
1647539520000,8.0040,63384
1647539580000,8.0370,39664
1647539640000,8.0100,74163
1647539700000,8.0170,38953
1647539760000,8.0070,29299
1647539820000,8.0110,90525
1647539880000,7.9650,75333
1647539940000,7.8890,125009
1647540000000,7.7560,272083
1647540060000,7.7620,228684
1647540120000,7.7930,119383
1647540180000,7.8070,131338
1647540240000,7.7740,73919
1647540300000,7.6730,184134
1647540360000,7.6060,246108
1647540420000,7.6390,167296
1647540480000,7.6850,120626
1647540540000,7.6690,69265
1647540600000,7.6750,102467
1647540660000,7.6800,57112
1647540720000,7.5940,142681
1647540780000,7.6300,67007
1647540840000,7.6220,46419
1647540900000,7.5810,161508
1647540960000,7.6700,146515
1647541020000,7.6980,116055
1647541080000,7.7010,104119
1647541140000,7.6970,91535
1647541200000,7.6700,41397
1647541260000,7.7080,47194
1647541320000,7.7010,45302
1647541380000,7.6830,25775
1647541440000,7.6760,26531
1647541500000,7.6660,125340
1647541560000,7.6660,60687
1647541620000,7.6460,43066
1647541680000,7.5940,102683
1647541740000,7.5790,97447
1647541800000,7.4990,145108
1647541860000,7.5230,174829
1647541920000,7.4990,57250
1647541980000,7.4810,134768
1647542040000,7.4970,77266
1647542100000,7.4120,110414
1647542160000,7.4380,92288
1647542220000,7.4360,81975
1647542280000,7.4110,65542
1647542340000,7.3780,152449
1647542400000,7.3820,85926
1647542460000,7.4350,105740
1647542520000,7.4960,127546
1647542580000,7.4680,116318
1647542640000,7.4530,68267
1647542700000,7.5170,83848
1647542760000,7.5320,162035
1647542820000,7.5150,76181
1647542880000,7.5270,101999
1647542940000,7.5020,43021
1647543000000,7.4780,31537
1647543060000,7.4770,65136
1647543120000,7.4500,60077
1647543180000,7.4180,64947
1647543240000,7.3160,208370
1647543300000,7.3660,124665
1647543360000,7.3450,51698
1647543420000,7.3000,162469
1647543480000,7.2690,129903
1647543540000,7.3450,181014
1647543600000,7.3130,152607
1647543660000,7.3250,103078
1647543720000,7.2980,95517
1647543780000,7.3290,58093
1647543840000,7.3510,100708
1647543900000,7.3650,116756
1647543960000,7.3420,51259
1647544020000,7.4340,102531
1647544080000,7.4390,132526
1647544140000,7.4740,109227
1647544200000,7.4420,112203
1647544260000,7.4120,122921
1647544320000,7.4370,49455
1647544380000,7.4330,68059
1647544440000,7.4590,69869
1647544500000,7.5090,143778
1647544560000,7.4940,104466
1647544620000,7.4860,79395
1647544680000,7.5110,73848
1647544740000,7.5350,60042
1647544800000,7.5530,146064
1647544860000,7.5340,85999
1647544920000,7.5640,56309
1647544980000,7.5870,94711
1647545040000,7.6420,147340
1647545100000,7.5920,109568
1647545160000,7.6350,84728
1647545220000,7.7310,197716
1647545280000,7.6910,136651
1647545340000,7.6900,77045
1647545400000,7.7280,72893
1647545460000,7.7970,223509
1647545520000,7.8200,128233
1647545580000,7.7790,103382
1647545640000,7.6320,236478
1647545700000,7.5830,259031
1647545760000,7.5980,77760
1647545820000,7.6700,114399
1647545880000,7.6010,87719
1647545940000,7.5680,61673
1647546000000,7.6330,95419
1647546060000,7.6110,44949
1647546120000,7.5820,38059
1647546180000,7.6010,33247
1647546240000,7.6090,25792
1647546300000,7.6730,92757
1647546360000,7.6940,39450
1647546420000,7.6980,32192
1647546480000,7.7440,73873
1647546540000,7.7110,83523
1647546600000,7.6950,41219
1647546660000,7.7220,43263
1647546720000,7.7400,51423
1647546780000,7.7710,60190
1647546840000,7.7580,89190
1647546900000,7.7990,59931
1647546960000,7.7960,158821
1647547020000,7.8100,86212
1647547080000,7.8090,43945
1647547140000,7.7560,109749
1647547200000,7.7350,68964
1647547260000,7.6810,97316
1647547320000,7.7360,80230
1647547380000,7.8310,111055
1647547440000,7.8070,117033
1647547500000,7.8440,87196
1647547560000,7.8430,36405
1647547620000,7.7990,83317
1647547680000,7.7550,62417
1647547740000,7.7770,32501
1647547800000,7.7930,25857
1647547860000,7.8050,45119
1647547920000,7.8220,32250
1647547980000,7.8250,44234
1647548040000,7.8180,56880
1647548100000,7.8040,30659
1647548160000,7.7850,33995
1647548220000,7.7800,48894
1647548280000,7.7760,15358
1647548340000,7.7860,74724
1647548400000,7.7800,21104
1647548460000,7.8060,41783
1647548520000,7.8550,101709
1647548580000,7.8950,129558
1647548640000,7.9670,113776
1647548700000,7.9680,104274
1647548760000,7.9290,76044
1647548820000,7.9320,61700
1647548880000,7.9570,53299
1647548940000,8.0480,323918
1647549000000,8.1070,194525
1647549060000,8.0980,127039
1647549120000,8.0840,105311
1647549180000,8.0810,98005
1647549240000,8.0900,54977
1647549300000,8.0250,130756
1647549360000,7.9260,219544
1647549420000,7.9680,160139
1647549480000,7.9770,50159
1647549540000,7.9710,65716
1647549600000,7.9430,83560
1647549660000,7.9990,49369
1647549720000,8.0540,145027
1647549780000,8.0280,89861
1647549840000,8.0400,64530
1647549900000,8.0360,55668
1647549960000,7.9890,58075
1647550020000,7.9920,59734
1647550080000,8.0340,43776
1647550140000,8.0730,78291
1647550200000,8.1230,113645
1647550260000,8.0760,74895
1647550320000,8.0820,52641
1647550380000,8.1180,31301
1647550440000,8.1280,74960
1647550500000,8.1430,155536
1647550560000,8.0930,115973
1647550620000,8.0500,132459
1647550680000,8.0600,56626
1647550740000,8.0710,41749
1647550800000,8.0590,62032
1647550860000,8.0480,59086
1647550920000,8.0830,82379
1647550980000,8.1240,107036
1647551040000,8.1400,46573
1647551100000,8.0910,53664
1647551160000,8.1550,79781
1647551220000,8.1870,75890
1647551280000,8.2050,114620
1647551340000,8.1940,180974
1647551400000,8.2760,186335
1647551460000,8.2700,128190
1647551520000,8.2950,156827
1647551580000,8.3000,144874
1647551640000,8.3130,101256
1647551700000,8.3620,205058
1647551760000,8.3410,90705
1647551820000,8.3190,74946
1647551880000,8.2560,85564
1647551940000,8.3170,94429
1647552000000,8.3940,103149
1647552060000,8.4100,202491
1647552120000,8.4500,132421
1647552180000,8.5580,271438
1647552240000,8.5040,203244
1647552300000,8.5300,127285
1647552360000,8.6440,422460
1647552420000,8.6760,231043
1647552480000,8.7890,371490
1647552540000,8.8020,399220
1647552600000,8.8180,297942
1647552660000,8.8590,255822
1647552720000,8.6760,304155
1647552780000,8.5900,314230
1647552840000,8.6680,381202
1647552900000,8.7710,265436
1647552960000,8.7080,189851
1647553020000,8.6680,178725
1647553080000,8.5660,225889
1647553140000,8.5160,373472
1647553200000,8.4640,222245
1647553260000,8.5560,180022
1647553320000,8.5690,199352
1647553380000,8.5090,108196
1647553440000,8.6530,165862
1647553500000,8.7550,211895
1647553560000,8.7480,203646
1647553620000,8.7080,125323
1647553680000,8.7130,85103
1647553740000,8.6760,98101
1647553800000,8.5850,145157
1647553860000,8.6170,155070
1647553920000,8.6800,85824
1647553980000,8.6900,84741
1647554040000,8.6880,61022
1647554100000,8.7850,111961
1647554160000,8.7500,206609
1647554220000,8.7530,95350
1647554280000,8.6900,127832
1647554340000,8.7420,80766
1647554400000,8.7090,93945
1647554460000,8.6800,65104
1647554520000,8.6440,128461
1647554580000,8.6370,53854
1647554640000,8.5770,123256
1647554700000,8.6390,108519
1647554760000,8.6480,76450
1647554820000,8.6830,65372
1647554880000,8.6760,113360
1647554940000,8.6760,85285
1647555000000,8.6620,35177
1647555060000,8.6010,102670
1647555120000,8.5970,43148
1647555180000,8.5870,94984
1647555240000,8.5090,208759
1647555300000,8.4790,143305
1647555360000,8.4310,261908
1647555420000,8.4840,119008
1647555480000,8.4520,77866
1647555540000,8.3650,133986
1647555600000,8.2810,228461
1647555660000,8.3240,172588
1647555720000,8.2300,185120
1647555780000,8.2650,119755
1647555840000,8.3020,102502
1647555900000,8.3850,120953
1647555960000,8.4470,113378
1647556020000,8.4760,134712
1647556080000,8.5230,206376
1647556140000,8.5310,151401
1647556200000,8.4920,104442
1647556260000,8.4740,65109
1647556320000,8.4820,65471
1647556380000,8.4920,68309
1647556440000,8.5190,47762
1647556500000,8.4870,55493
1647556560000,8.4260,139006
1647556620000,8.3890,88506
1647556680000,8.4580,48873
1647556740000,8.4460,43911
1647556800000,8.4220,24665
1647556860000,8.4030,44510
1647556920000,8.3640,30294
1647556980000,8.3330,85272
1647557040000,8.3220,52683
1647557100000,8.3210,48643
1647557160000,8.3060,53108
1647557220000,8.2950,84262
1647557280000,8.3780,106117
1647557340000,8.3780,70993
1647557400000,8.3500,54768
1647557460000,8.3240,29379
1647557520000,8.3070,43454
1647557580000,8.3100,35303
1647557640000,8.3360,38813
1647557700000,8.3010,43917
1647557760000,8.3100,30763
